country,measure,age,sex,year,value
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2017,5.2
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2017,6.4
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2018,10.2
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2018,7.6
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2018,5
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2019,7.7
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2019,9.3
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2019,10.8
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2020,12.2
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2020,9.4
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2020,6.5
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2021,10.3
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2021,11
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2021,11.6
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2022,16.8
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2022,15.3
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2022,13.7
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2023,12.1
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2023,13.4
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2023,14.7
United States,Share of population who are regular vaping product users,From 15 to 24 years,Male,2024,15.1
United States,Share of population who are regular vaping product users,From 15 to 24 years,Total,2024,14.8
United States,Share of population who are regular vaping product users,From 15 to 24 years,Female,2024,14.5
Australia,Share of population who are regular vaping product users,15 years or over,Female,2016,0.6
Australia,Share of population who are regular vaping product users,15 years or over,Total,2016,0.9
Australia,Share of population who are regular vaping product users,15 years or over,Male,2016,1.3
Australia,Share of population who are regular vaping product users,15 years or over,Male,2019,2.7
Australia,Share of population who are regular vaping product users,15 years or over,Total,2019,2.1
Australia,Share of population who are regular vaping product users,15 years or over,Female,2019,1.5
Australia,Share of population who are regular vaping product users,15 years or over,Female,2022,5.1
Australia,Share of population who are regular vaping product users,15 years or over,Total,2022,5.7
Australia,Share of population who are regular vaping product users,15 years or over,Male,2022,6.4
Canada,Share of population who are regular vaping product users,15 years or over,Total,2015,2.9
Canada,Share of population who are regular vaping product users,15 years or over,Female,2015,2.6
Canada,Share of population who are regular vaping product users,15 years or over,Male,2015,3.3
Canada,Share of population who are regular vaping product users,15 years or over,Total,2017,3.1
Canada,Share of population who are regular vaping product users,15 years or over,Female,2017,2.5
Canada,Share of population who are regular vaping product users,15 years or over,Male,2017,3.8
Canada,Share of population who are regular vaping product users,15 years or over,Total,2021,4.7
Canada,Share of population who are regular vaping product users,15 years or over,Female,2021,3.5
Canada,Share of population who are regular vaping product users,15 years or over,Male,2021,6
Canada,Share of population who are regular vaping product users,15 years or over,Male,2022,6.7
Canada,Share of population who are regular vaping product users,15 years or over,Female,2022,5.1
Canada,Share of population who are regular vaping product users,15 years or over,Total,2022,5.9
Canada,Share of population who are regular vaping product users,15 years or over,Male,2024,6.7
Canada,Share of population who are regular vaping product users,15 years or over,Female,2024,5
Canada,Share of population who are regular vaping product users,15 years or over,Total,2024,5.9
Denmark,Share of population who are regular vaping product users,15 years or over,Male,2017,2.9
Denmark,Share of population who are regular vaping product users,15 years or over,Total,2017,2.5
Denmark,Share of population who are regular vaping product users,15 years or over,Female,2017,2.1
Finland,Share of population who are regular vaping product users,15 years or over,Female,2016,4.4
Finland,Share of population who are regular vaping product users,15 years or over,Male,2016,8.3
Finland,Share of population who are regular vaping product users,15 years or over,Total,2016,6.5
Finland,Share of population who are regular vaping product users,15 years or over,Total,2017,2.3
Finland,Share of population who are regular vaping product users,15 years or over,Male,2017,2.9
Finland,Share of population who are regular vaping product users,15 years or over,Female,2017,1.8
Finland,Share of population who are regular vaping product users,15 years or over,Female,2018,1.2
Finland,Share of population who are regular vaping product users,15 years or over,Male,2018,3.1
Finland,Share of population who are regular vaping product users,15 years or over,Total,2018,2.2
Finland,Share of population who are regular vaping product users,15 years or over,Total,2019,2.2
Finland,Share of population who are regular vaping product users,15 years or over,Male,2019,3.4
Finland,Share of population who are regular vaping product users,15 years or over,Female,2019,1
Finland,Share of population who are regular vaping product users,15 years or over,Female,2020,1.2
Finland,Share of population who are regular vaping product users,15 years or over,Male,2020,2.2
Finland,Share of population who are regular vaping product users,15 years or over,Total,2020,1.7
Finland,Share of population who are regular vaping product users,15 years or over,Female,2022,2.2
Finland,Share of population who are regular vaping product users,15 years or over,Total,2022,2.4
Finland,Share of population who are regular vaping product users,15 years or over,Male,2022,2.7
Finland,Share of population who are regular vaping product users,15 years or over,Female,2024,3.6
Finland,Share of population who are regular vaping product users,15 years or over,Male,2024,2.8
Finland,Share of population who are regular vaping product users,15 years or over,Total,2024,3.2
France,Share of population who are regular vaping product users,15 years or over,Male,2016,3
France,Share of population who are regular vaping product users,15 years or over,Female,2016,1.9
France,Share of population who are regular vaping product users,15 years or over,Total,2016,2.5
France,Share of population who are regular vaping product users,15 years or over,Total,2017,2.7
France,Share of population who are regular vaping product users,15 years or over,Female,2017,2.1
France,Share of population who are regular vaping product users,15 years or over,Male,2017,3.2
France,Share of population who are regular vaping product users,15 years or over,Male,2018,4.5
France,Share of population who are regular vaping product users,15 years or over,Female,2018,3
France,Share of population who are regular vaping product users,15 years or over,Total,2018,3.8
France,Share of population who are regular vaping product users,15 years or over,Total,2019,4.4
France,Share of population who are regular vaping product users,15 years or over,Female,2019,3.4
France,Share of population who are regular vaping product users,15 years or over,Male,2019,5.2
France,Share of population who are regular vaping product users,15 years or over,Total,2020,4.3
France,Share of population who are regular vaping product users,15 years or over,Total,2021,5
France,Share of population who are regular vaping product users,15 years or over,Female,2021,4.4
France,Share of population who are regular vaping product users,15 years or over,Male,2021,5.7
France,Share of population who are regular vaping product users,15 years or over,Female,2023,5.4
France,Share of population who are regular vaping product users,15 years or over,Total,2023,6.1
France,Share of population who are regular vaping product users,15 years or over,Male,2023,6.8
Germany,Share of population who are regular vaping product users,15 years or over,Total,2019,3.3
Germany,Share of population who are regular vaping product users,15 years or over,Female,2019,2
Germany,Share of population who are regular vaping product users,15 years or over,Male,2019,4.6
Italy,Share of population who are regular vaping product users,15 years or over,Total,2015,1.2
Italy,Share of population who are regular vaping product users,15 years or over,Female,2015,0.8
Italy,Share of population who are regular vaping product users,15 years or over,Male,2015,1.6
Italy,Share of population who are regular vaping product users,15 years or over,Male,2016,1.6
Italy,Share of population who are regular vaping product users,15 years or over,Female,2016,0.9
Italy,Share of population who are regular vaping product users,15 years or over,Total,2016,1.3
Italy,Share of population who are regular vaping product users,15 years or over,Total,2017,2.1
Italy,Share of population who are regular vaping product users,15 years or over,Female,2017,1.3
Italy,Share of population who are regular vaping product users,15 years or over,Male,2017,2.9
Italy,Share of population who are regular vaping product users,15 years or over,Male,2018,3.2
Italy,Share of population who are regular vaping product users,15 years or over,Female,2018,1.5
Italy,Share of population who are regular vaping product users,15 years or over,Total,2018,2.3
Italy,Share of population who are regular vaping product users,15 years or over,Total,2019,2.6
Italy,Share of population who are regular vaping product users,15 years or over,Female,2019,1.9
Italy,Share of population who are regular vaping product users,15 years or over,Male,2019,3.4
Italy,Share of population who are regular vaping product users,15 years or over,Male,2020,3.1
Italy,Share of population who are regular vaping product users,15 years or over,Female,2020,1.9
Italy,Share of population who are regular vaping product users,15 years or over,Total,2020,2.5
Italy,Share of population who are regular vaping product users,15 years or over,Total,2021,2.9
Italy,Share of population who are regular vaping product users,15 years or over,Female,2021,2.4
Italy,Share of population who are regular vaping product users,15 years or over,Male,2021,3.4
Italy,Share of population who are regular vaping product users,15 years or over,Total,2023,4.8
Italy,Share of population who are regular vaping product users,15 years or over,Female,2023,4.2
Italy,Share of population who are regular vaping product users,15 years or over,Male,2023,5.5
Italy,Share of population who are regular vaping product users,15 years or over,Male,2024,6.2
Italy,Share of population who are regular vaping product users,15 years or over,Female,2024,4.9
Italy,Share of population who are regular vaping product users,15 years or over,Total,2024,5.5
Korea,Share of population who are regular vaping product users,15 years or over,Male,2019,4.3
Korea,Share of population who are regular vaping product users,15 years or over,Female,2019,1
Korea,Share of population who are regular vaping product users,15 years or over,Total,2019,2.6
Korea,Share of population who are regular vaping product users,15 years or over,Total,2020,2.6
Korea,Share of population who are regular vaping product users,15 years or over,Female,2020,0.8
Korea,Share of population who are regular vaping product users,15 years or over,Male,2020,4.3
Korea,Share of population who are regular vaping product users,15 years or over,Male,2021,4.2
Korea,Share of population who are regular vaping product users,15 years or over,Female,2021,0.9
Korea,Share of population who are regular vaping product users,15 years or over,Total,2021,2.5
Korea,Share of population who are regular vaping product users,15 years or over,Total,2022,2.7
Korea,Share of population who are regular vaping product users,15 years or over,Female,2022,0.9
Korea,Share of population who are regular vaping product users,15 years or over,Male,2022,4.5
Korea,Share of population who are regular vaping product users,15 years or over,Male,2023,5.3
Korea,Share of population who are regular vaping product users,15 years or over,Female,2023,1.3
Korea,Share of population who are regular vaping product users,15 years or over,Total,2023,3.3
Korea,Share of population who are regular vaping product users,15 years or over,Total,2024,3.8
Korea,Share of population who are regular vaping product users,15 years or over,Female,2024,1.2
Korea,Share of population who are regular vaping product users,15 years or over,Male,2024,6.3
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2018,4.7
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2018,3.1
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2018,3.9
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2019,4.7
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2019,3.4
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2019,6.1
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2020,6.4
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2020,4.2
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2020,5.3
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2021,8.3
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2021,7.2
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2021,9.5
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2022,10.7
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2022,10.5
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2022,10.6
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2023,12.1
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2023,10.9
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2023,13.2
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2024,14.7
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2024,13.3
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2024,14
New Zealand,Share of population who are regular vaping product users,15 years or over,Total,2025,13.8
New Zealand,Share of population who are regular vaping product users,15 years or over,Female,2025,12.1
New Zealand,Share of population who are regular vaping product users,15 years or over,Male,2025,15.7
Portugal,Share of population who are regular vaping product users,15 years or over,Female,2019,1.2
Portugal,Share of population who are regular vaping product users,15 years or over,Total,2019,1.6
Portugal,Share of population who are regular vaping product users,15 years or over,Male,2019,2.1
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2015,4.5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2015,4.4
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2015,4.6
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2016,6.3
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2016,4.9
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2016,5.6
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2017,5.5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2017,4.6
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2017,6.5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2018,7.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2018,5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2018,6.3
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2019,5.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2019,5.4
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2019,6.1
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2020,7.2
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2020,5.6
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2020,6.4
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2021,7.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2021,5.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2021,9.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2022,9.5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2022,7.9
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2022,8.7
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2023,9.8
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2023,8.5
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2023,11
United Kingdom,Share of population who are regular vaping product users,15 years or over,Male,2024,10.1
United Kingdom,Share of population who are regular vaping product users,15 years or over,Female,2024,10
United Kingdom,Share of population who are regular vaping product users,15 years or over,Total,2024,10
United States,Share of population who are regular vaping product users,15 years or over,Total,2015,3.5
United States,Share of population who are regular vaping product users,15 years or over,Male,2015,4.3
United States,Share of population who are regular vaping product users,15 years or over,Female,2015,2.6
United States,Share of population who are regular vaping product users,15 years or over,Female,2016,2.6
United States,Share of population who are regular vaping product users,15 years or over,Male,2016,3.8
United States,Share of population who are regular vaping product users,15 years or over,Total,2016,3.2
United States,Share of population who are regular vaping product users,15 years or over,Total,2017,2.8
United States,Share of population who are regular vaping product users,15 years or over,Male,2017,3.3
United States,Share of population who are regular vaping product users,15 years or over,Female,2017,2.4
United States,Share of population who are regular vaping product users,15 years or over,Female,2018,2.3
United States,Share of population who are regular vaping product users,15 years or over,Male,2018,4.3
United States,Share of population who are regular vaping product users,15 years or over,Total,2018,3.2
United States,Share of population who are regular vaping product users,15 years or over,Total,2019,4.5
United States,Share of population who are regular vaping product users,15 years or over,Male,2019,5.5
United States,Share of population who are regular vaping product users,15 years or over,Female,2019,3.5
United States,Share of population who are regular vaping product users,15 years or over,Female,2020,2.8
United States,Share of population who are regular vaping product users,15 years or over,Male,2020,4.6
United States,Share of population who are regular vaping product users,15 years or over,Total,2020,3.7
United States,Share of population who are regular vaping product users,15 years or over,Total,2021,4.5
United States,Share of population who are regular vaping product users,15 years or over,Male,2021,5.1
United States,Share of population who are regular vaping product users,15 years or over,Female,2021,4
United States,Share of population who are regular vaping product users,15 years or over,Female,2022,5.2
United States,Share of population who are regular vaping product users,15 years or over,Male,2022,6.9
United States,Share of population who are regular vaping product users,15 years or over,Total,2022,6
United States,Share of population who are regular vaping product users,15 years or over,Total,2023,6.5
United States,Share of population who are regular vaping product users,15 years or over,Male,2023,7.7
United States,Share of population who are regular vaping product users,15 years or over,Female,2023,5.5
United States,Share of population who are regular vaping product users,15 years or over,Female,2024,6.4
United States,Share of population who are regular vaping product users,15 years or over,Male,2024,7.7
United States,Share of population who are regular vaping product users,15 years or over,Total,2024,7
Finland,Share of population who are overweight,Total,Female,2015,31.4
Finland,Share of population who are obese,Total,Total,2015,18.8
Finland,Share of population who are overweight,Total,Total,2015,37.3
Finland,Share of population who are obese,Total,Male,2015,18.7
Finland,Share of population who are overweight,Total,Male,2015,43.5
Finland,Share of population who are obese,Total,Female,2015,18.9
Finland,Share of population who are obese,Total,Female,2016,17
Finland,Share of population who are overweight,Total,Male,2016,43
Finland,Share of population who are obese,Total,Male,2016,21
Finland,Share of population who are overweight,Total,Total,2016,37
Finland,Share of population who are obese,Total,Total,2016,19
Finland,Share of population who are overweight,Total,Female,2016,31
Finland,Share of population who are overweight,Total,Female,2017,30
Finland,Share of population who are obese,Total,Total,2017,19
Finland,Share of population who are overweight,Total,Total,2017,38
Finland,Share of population who are obese,Total,Male,2017,19
Finland,Share of population who are overweight,Total,Male,2017,45
Finland,Share of population who are obese,Total,Female,2017,20
Finland,Share of population who are obese,Total,Female,2018,20
Finland,Share of population who are overweight,Total,Male,2018,42
Finland,Share of population who are obese,Total,Male,2018,21
Finland,Share of population who are overweight,Total,Total,2018,35
Finland,Share of population who are obese,Total,Total,2018,20
Finland,Share of population who are overweight,Total,Female,2018,29
Finland,Share of population who are obese,Total,Female,2020,23
Finland,Share of population who are overweight,Total,Male,2020,43
Finland,Share of population who are obese,Total,Male,2020,23
Finland,Share of population who are overweight,Total,Total,2020,37
Finland,Share of population who are obese,Total,Total,2020,23
Finland,Share of population who are overweight,Total,Female,2020,30
Finland,Share of population who are obese,Total,Female,2022,24
Finland,Share of population who are overweight,Total,Male,2022,43
Finland,Share of population who are obese,Total,Male,2022,24
Finland,Share of population who are overweight,Total,Total,2022,37
Finland,Share of population who are obese,Total,Total,2022,24
Finland,Share of population who are overweight,Total,Female,2022,30
Finland,Share of population who are obese,Total,Female,2024,26
Finland,Share of population who are overweight,Total,Male,2024,41
Finland,Share of population who are obese,Total,Male,2024,25
Finland,Share of population who are overweight,Total,Total,2024,36
Finland,Share of population who are obese,Total,Total,2024,26
Finland,Share of population who are overweight,Total,Female,2024,31
Portugal,Share of population who are overweight,Total,Total,2017,37.6
Portugal,Share of population who are obese,Total,Male,2017,15.5
Portugal,Share of population who are obese,Total,Total,2017,15.7
Portugal,Share of population who are overweight,Total,Female,2017,32.5
Portugal,Share of population who are overweight,Total,Male,2017,43.6
Portugal,Share of population who are obese,Total,Female,2017,15.9
Portugal,Share of population who are overweight,Total,Total,2019,36.6
Portugal,Share of population who are obese,Total,Male,2019,16.4
Portugal,Share of population who are obese,Total,Total,2019,16.9
Portugal,Share of population who are obese,Total,Female,2019,17.4
Portugal,Share of population who are overweight,Total,Male,2019,42.2
Portugal,Share of population who are overweight,Total,Female,2019,31.8
United Kingdom,Share of population who are overweight,Total,Total,2022,35
United Kingdom,Share of population who are obese,Total,Total,2022,29
United Kingdom,Share of population who are overweight,Total,Female,2022,31
United Kingdom,Share of population who are overweight,Total,Male,2022,39
United Kingdom,Share of population who are obese,Total,Male,2022,28
United Kingdom,Share of population who are obese,Total,Female,2022,30
United Kingdom,Share of population who are overweight,Total,Total,2024,36
United Kingdom,Share of population who are overweight,Total,Female,2024,31
United Kingdom,Share of population who are obese,Total,Total,2024,30
United Kingdom,Share of population who are overweight,Total,Male,2024,40
United Kingdom,Share of population who are obese,Total,Male,2024,29
United Kingdom,Share of population who are obese,Total,Female,2024,31
Canada,Share of population who are overweight,Total,Male,2015,39
Canada,Share of population who are overweight,Total,Male,2015,39.9
Canada,Share of population who are overweight,Total,Female,2015,32.2
Canada,Share of population who are obese,Total,Male,2015,20.5
Canada,Share of population who are overweight,Total,Total,2015,33.1
Canada,Share of population who are overweight,Total,Total,2015,36.1
Canada,Share of population who are obese,Total,Total,2015,28.1
Canada,Share of population who are obese,Total,Female,2015,18
Canada,Share of population who are obese,Total,Female,2015,27.8
Canada,Share of population who are obese,Total,Male,2015,28.5
Canada,Share of population who are overweight,Total,Female,2015,27.3
Canada,Share of population who are obese,Total,Total,2015,19.2
Canada,Share of population who are overweight,Total,Male,2023,39.3
Canada,Share of population who are obese,Total,Male,2023,23.4
Canada,Share of population who are overweight,Total,Total,2023,33.8
Canada,Share of population who are obese,Total,Female,2023,24.1
Canada,Share of population who are overweight,Total,Female,2023,28.2
Canada,Share of population who are obese,Total,Total,2023,23.7
Greece,Share of population who are obese,Total,Male,2022,12.6
Greece,Share of population who are obese,Total,Female,2022,11.8
Greece,Share of population who are obese,Total,Total,2022,12.2
Greece,Share of population who are overweight,Total,Total,2022,42.7
Greece,Share of population who are overweight,Total,Female,2022,35.6
Greece,Share of population who are overweight,Total,Male,2022,50.3
Canada,Share of population who are daily smokers,From 15 to 24 years,Total,2015,8.6
Canada,Share of population who are daily smokers,From 15 to 24 years,Male,2015,10.1
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2015,6.9
Canada,Share of population who are daily smokers,From 15 to 24 years,Total,2023,3.1
Canada,Share of population who are daily smokers,From 15 to 24 years,Male,2023,3.8
Canada,Share of population who are daily smokers,From 15 to 24 years,Female,2023,2.3
Canada,Share of population who are daily smokers,15 years or over,Female,2015,11.3
Canada,Share of population who are daily smokers,15 years or over,Total,2015,13.1
Canada,Share of population who are daily smokers,15 years or over,Male,2015,14.9
Canada,Share of population who are daily smokers,15 years or over,Female,2023,7.4
Canada,Share of population who are daily smokers,15 years or over,Total,2023,8.7
Canada,Share of population who are daily smokers,15 years or over,Male,2023,10
Canada,Tobacco consumption,Total,Total,2015,14.6
Canada,Tobacco consumption,Total,Total,2023,12.9
France,Tobacco consumption,Total,Total,2018,13
France,Tobacco consumption,Total,Total,2019,12.5
France,Tobacco consumption,Total,Total,2020,13
France,Tobacco consumption,Total,Total,2021,12.7
France,Tobacco consumption,Total,Total,2022,12.6
