country,measure,age,sex,year,value,status
Italy,Life expectancy,65 years,Female,2024,22.7,
Korea,Life expectancy,65 years,Female,2015,22.4,
Korea,Life expectancy,65 years,Female,2016,22.6,
Korea,Life expectancy,65 years,Female,2017,22.7,
Korea,Life expectancy,65 years,Female,2018,22.8,
Korea,Life expectancy,65 years,Female,2019,23.4,
Korea,Life expectancy,65 years,Female,2020,23.6,
Korea,Life expectancy,65 years,Female,2021,23.7,
Korea,Life expectancy,65 years,Female,2022,22.8,
Korea,Life expectancy,65 years,Female,2023,23.6,
Korea,Life expectancy,65 years,Female,2024,23.7,
Türkiye,Life expectancy,65 years,Female,2015,19.3,
Türkiye,Life expectancy,65 years,Female,2016,19.2,
Türkiye,Life expectancy,65 years,Female,2017,19.4,
Türkiye,Life expectancy,65 years,Female,2018,19.6,
Türkiye,Life expectancy,65 years,Female,2019,19.4,
Türkiye,Life expectancy,65 years,Female,2020,18.9,
Türkiye,Life expectancy,65 years,Female,2021,18.8,
Türkiye,Life expectancy,65 years,Female,2022,19,
Türkiye,Life expectancy,65 years,Female,2023,19.6,
United Kingdom,Life expectancy,65 years,Female,2015,20.7,
United Kingdom,Life expectancy,65 years,Female,2016,20.9,
United Kingdom,Life expectancy,65 years,Female,2017,20.9,
United Kingdom,Life expectancy,65 years,Female,2018,20.9,
United Kingdom,Life expectancy,65 years,Female,2019,21.3,
United Kingdom,Life expectancy,65 years,Female,2020,20.5,
United Kingdom,Life expectancy,65 years,Female,2021,20.8,
United Kingdom,Life expectancy,65 years,Female,2022,21,
United Kingdom,Life expectancy,65 years,Female,2023,21.1,
United Kingdom,Life expectancy,65 years,Female,2024,21.4,
Canada,Life expectancy,60 years,Female,2015,26.3,
Canada,Life expectancy,60 years,Female,2016,26.5,
Canada,Life expectancy,60 years,Female,2017,26.4,
Canada,Life expectancy,60 years,Female,2018,26.4,
Canada,Life expectancy,60 years,Female,2019,26.7,
Canada,Life expectancy,60 years,Female,2020,26.4,
Canada,Life expectancy,60 years,Female,2021,26.5,
Canada,Life expectancy,60 years,Female,2022,26.1,
Canada,Life expectancy,60 years,Female,2023,26.6,
Canada,Life expectancy,60 years,Female,2024,26.8,
Denmark,Life expectancy,60 years,Female,2015,24.8,
Denmark,Life expectancy,60 years,Female,2016,24.9,
Denmark,Life expectancy,60 years,Female,2017,25.1,
Denmark,Life expectancy,60 years,Female,2018,24.9,
Denmark,Life expectancy,60 years,Female,2019,25.2,
Denmark,Life expectancy,60 years,Female,2020,25.3,
Denmark,Life expectancy,60 years,Female,2021,25.2,
Denmark,Life expectancy,60 years,Female,2022,25,
Denmark,Life expectancy,60 years,Female,2023,25.4,
Denmark,Life expectancy,60 years,Female,2024,25.7,
Finland,Life expectancy,60 years,Female,2015,26,
Finland,Life expectancy,60 years,Female,2016,26,
Finland,Life expectancy,60 years,Female,2017,26.2,
Finland,Life expectancy,60 years,Female,2018,26.2,
Finland,Life expectancy,60 years,Female,2019,26.5,
Finland,Life expectancy,60 years,Female,2020,26.5,
Finland,Life expectancy,60 years,Female,2021,26.4,
Finland,Life expectancy,60 years,Female,2022,25.7,
Finland,Life expectancy,60 years,Female,2023,26.1,
Finland,Life expectancy,60 years,Female,2024,26.6,
Italy,Life expectancy,60 years,Female,2015,26.3,
Italy,Life expectancy,60 years,Female,2016,26.9,
Italy,Life expectancy,60 years,Female,2017,26.6,
Italy,Life expectancy,60 years,Female,2018,26.9,
Italy,Life expectancy,60 years,Female,2019,27.1,
Italy,Life expectancy,60 years,Female,2020,26.1,
Italy,Life expectancy,60 years,Female,2021,26.4,
Italy,Life expectancy,60 years,Female,2022,26.4,
Italy,Life expectancy,60 years,Female,2023,26.9,
Italy,Life expectancy,60 years,Female,2024,27.2,
Korea,Life expectancy,60 years,Female,2015,27,
Korea,Life expectancy,60 years,Female,2016,27.2,
Korea,Life expectancy,60 years,Female,2017,27.4,
Korea,Life expectancy,60 years,Female,2018,27.5,
Korea,Life expectancy,60 years,Female,2019,28.1,
Korea,Life expectancy,60 years,Female,2020,28.2,
Korea,Life expectancy,60 years,Female,2021,28.4,
Korea,Life expectancy,60 years,Female,2022,27.4,
Korea,Life expectancy,60 years,Female,2023,28.2,
Korea,Life expectancy,60 years,Female,2024,28.4,
Türkiye,Life expectancy,60 years,Female,2015,23.6,
Türkiye,Life expectancy,60 years,Female,2016,23.5,
Türkiye,Life expectancy,60 years,Female,2017,23.7,
Türkiye,Life expectancy,60 years,Female,2018,23.9,
Türkiye,Life expectancy,60 years,Female,2019,23.7,
Türkiye,Life expectancy,60 years,Female,2020,23.2,
Türkiye,Life expectancy,60 years,Female,2021,23.1,
Türkiye,Life expectancy,60 years,Female,2022,23.3,
Türkiye,Life expectancy,60 years,Female,2023,23.9,
United Kingdom,Life expectancy,60 years,Female,2015,25,
United Kingdom,Life expectancy,60 years,Female,2016,25.2,
United Kingdom,Life expectancy,60 years,Female,2017,25.2,
United Kingdom,Life expectancy,60 years,Female,2018,25.2,
United Kingdom,Life expectancy,60 years,Female,2019,25.6,
United Kingdom,Life expectancy,60 years,Female,2020,24.7,
United Kingdom,Life expectancy,60 years,Female,2021,25,
United Kingdom,Life expectancy,60 years,Female,2022,25.3,
United Kingdom,Life expectancy,60 years,Female,2023,25.4,
United Kingdom,Life expectancy,60 years,Female,2024,25.7,
New Zealand,Life expectancy,60 years,Female,2015,25.8,
New Zealand,Life expectancy,60 years,Female,2016,25.8,
New Zealand,Life expectancy,60 years,Female,2017,25.9,
New Zealand,Life expectancy,60 years,Female,2018,25.9,
New Zealand,Life expectancy,60 years,Female,2019,25.9,
New Zealand,Life expectancy,60 years,Female,2020,25.9,
New Zealand,Life expectancy,60 years,Female,2021,25.9,
New Zealand,Life expectancy,60 years,Female,2022,25.9,
New Zealand,Life expectancy,60 years,Female,2023,25.9,
New Zealand,Life expectancy,60 years,Female,2024,26.2,
Greece,Life expectancy,60 years,Female,2015,25.5,
Greece,Life expectancy,60 years,Female,2016,25.8,
Greece,Life expectancy,60 years,Female,2017,25.7,
Greece,Life expectancy,60 years,Female,2018,26.1,
Greece,Life expectancy,60 years,Female,2019,26,
Greece,Life expectancy,60 years,Female,2020,25.7,
Greece,Life expectancy,60 years,Female,2021,24.9,
Greece,Life expectancy,60 years,Female,2022,25.3,
Greece,Life expectancy,60 years,Female,2023,26.1,
Greece,Life expectancy,60 years,Female,2024,26.2,
United States,Life expectancy,60 years,Female,2015,24.7,
United States,Life expectancy,60 years,Female,2016,24.7,
United States,Life expectancy,60 years,Female,2017,24.7,
United States,Life expectancy,60 years,Female,2018,24.8,
United States,Life expectancy,60 years,Female,2019,24.9,
United States,Life expectancy,60 years,Female,2020,23.8,
United States,Life expectancy,60 years,Female,2021,23.7,
United States,Life expectancy,60 years,Female,2022,24.2,
United States,Life expectancy,60 years,Female,2023,24.8,
United States,Life expectancy,60 years,Female,2024,24.9,
Portugal,Life expectancy,60 years,Female,2015,26.1,
Portugal,Life expectancy,60 years,Female,2016,26.3,
Portugal,Life expectancy,60 years,Female,2017,26.5,
Portugal,Life expectancy,60 years,Female,2018,26.5,
Portugal,Life expectancy,60 years,Female,2019,26.8,
Portugal,Life expectancy,60 years,Female,2020,26.2,
Portugal,Life expectancy,60 years,Female,2021,26.2,
Portugal,Life expectancy,60 years,Female,2022,26.4,
Portugal,Life expectancy,60 years,Female,2023,26.9,
Portugal,Life expectancy,60 years,Female,2024,27.1,
Japan,Life expectancy,60 years,Female,2015,28.8,
Japan,Life expectancy,60 years,Female,2016,28.9,
Japan,Life expectancy,60 years,Female,2017,29,
Japan,Life expectancy,60 years,Female,2018,29,
Japan,Life expectancy,60 years,Female,2019,29.2,
Japan,Life expectancy,60 years,Female,2020,29.4,
Japan,Life expectancy,60 years,Female,2021,29.3,
Japan,Life expectancy,60 years,Female,2022,28.8,
Japan,Life expectancy,60 years,Female,2023,28.9,
Japan,Life expectancy,60 years,Female,2024,28.9,
Germany,Life expectancy,60 years,Female,2015,25.1,
Germany,Life expectancy,60 years,Female,2016,25.4,
Germany,Life expectancy,60 years,Female,2017,25.4,
Germany,Life expectancy,60 years,Female,2018,25.3,
Germany,Life expectancy,60 years,Female,2019,25.6,
Germany,Life expectancy,60 years,Female,2020,25.4,
Germany,Life expectancy,60 years,Female,2021,25.2,
Germany,Life expectancy,60 years,Female,2022,24.9,
Germany,Life expectancy,60 years,Female,2023,25.2,
Germany,Life expectancy,60 years,Female,2024,25.5,
France,Life expectancy,60 years,Female,2015,27.4,
France,Life expectancy,60 years,Female,2016,27.6,
France,Life expectancy,60 years,Female,2017,27.6,
France,Life expectancy,60 years,Female,2018,27.7,
France,Life expectancy,60 years,Female,2019,27.8,
France,Life expectancy,60 years,Female,2020,27.3,
France,Life expectancy,60 years,Female,2021,27.4,
France,Life expectancy,60 years,Female,2022,27.3,
France,Life expectancy,60 years,Female,2023,27.9,
France,Life expectancy,60 years,Female,2024,27.9,
Australia,Life expectancy,60 years,Female,2015,26.7,
Australia,Life expectancy,60 years,Female,2016,26.7,
Australia,Life expectancy,60 years,Female,2017,26.8,
Australia,Life expectancy,60 years,Female,2018,27,
Australia,Life expectancy,60 years,Female,2019,27.1,
Australia,Life expectancy,60 years,Female,2020,27.4,
Australia,Life expectancy,60 years,Female,2021,27.4,
Australia,Life expectancy,60 years,Female,2022,27.3,
Australia,Life expectancy,60 years,Female,2023,27.1,
Australia,Life expectancy,60 years,Female,2024,27.2,
Australia,Life expectancy,40 years,Female,2015,45.4,
Australia,Life expectancy,40 years,Female,2016,45.4,
Australia,Life expectancy,40 years,Female,2017,45.5,
Australia,Life expectancy,40 years,Female,2018,45.7,
Australia,Life expectancy,40 years,Female,2019,45.9,
Australia,Life expectancy,40 years,Female,2020,46.1,
Australia,Life expectancy,40 years,Female,2021,46.2,
Australia,Life expectancy,40 years,Female,2022,46.1,
Australia,Life expectancy,40 years,Female,2023,45.9,
Australia,Life expectancy,40 years,Female,2024,45.9,
France,Life expectancy,40 years,Female,2015,45.9,
France,Life expectancy,40 years,Female,2016,46.2,
France,Life expectancy,40 years,Female,2017,46.2,
France,Life expectancy,40 years,Female,2018,46.3,
France,Life expectancy,40 years,Female,2019,46.4,
France,Life expectancy,40 years,Female,2020,45.9,
France,Life expectancy,40 years,Female,2021,46,
France,Life expectancy,40 years,Female,2022,46,
France,Life expectancy,40 years,Female,2023,46.5,
France,Life expectancy,40 years,Female,2024,46.6,
Germany,Life expectancy,40 years,Female,2015,43.7,
Germany,Life expectancy,40 years,Female,2016,44,
Germany,Life expectancy,40 years,Female,2017,44,
Germany,Life expectancy,40 years,Female,2018,44,
Germany,Life expectancy,40 years,Female,2019,44.3,
Germany,Life expectancy,40 years,Female,2020,44.1,
Germany,Life expectancy,40 years,Female,2021,43.9,
Germany,Life expectancy,40 years,Female,2022,43.6,
Germany,Life expectancy,40 years,Female,2023,44,
Germany,Life expectancy,40 years,Female,2024,44.2,
Japan,Life expectancy,40 years,Female,2015,47.7,
Japan,Life expectancy,40 years,Female,2016,47.8,
Japan,Life expectancy,40 years,Female,2017,47.9,
Japan,Life expectancy,40 years,Female,2018,48,
Japan,Life expectancy,40 years,Female,2019,48.1,
Japan,Life expectancy,40 years,Female,2020,48.4,
Japan,Life expectancy,40 years,Female,2021,48.2,
Japan,Life expectancy,40 years,Female,2022,47.8,
Japan,Life expectancy,40 years,Female,2023,47.9,
Japan,Life expectancy,40 years,Female,2024,47.9,
Portugal,Life expectancy,40 years,Female,2015,44.9,
Portugal,Life expectancy,40 years,Female,2016,45,
Portugal,Life expectancy,40 years,Female,2017,45.2,
Portugal,Life expectancy,40 years,Female,2018,45.3,
Portugal,Life expectancy,40 years,Female,2019,45.5,
Portugal,Life expectancy,40 years,Female,2020,44.9,
Portugal,Life expectancy,40 years,Female,2021,45,
Portugal,Life expectancy,40 years,Female,2022,45.2,
Portugal,Life expectancy,40 years,Female,2023,45.7,
Portugal,Life expectancy,40 years,Female,2024,45.9,
United States,Life expectancy,40 years,Female,2015,42.6,
United States,Life expectancy,40 years,Female,2016,42.6,
United States,Life expectancy,40 years,Female,2017,42.6,
United States,Life expectancy,40 years,Female,2018,42.7,
United States,Life expectancy,40 years,Female,2019,42.9,
United States,Life expectancy,40 years,Female,2020,41.5,
United States,Life expectancy,40 years,Female,2021,41.1,
United States,Life expectancy,40 years,Female,2022,41.9,
United States,Life expectancy,40 years,Female,2023,42.7,
United States,Life expectancy,40 years,Female,2024,42.9,
Greece,Life expectancy,40 years,Female,2015,44.3,
Greece,Life expectancy,40 years,Female,2016,44.5,
Greece,Life expectancy,40 years,Female,2017,44.5,
Greece,Life expectancy,40 years,Female,2018,44.9,
Greece,Life expectancy,40 years,Female,2019,44.8,
Greece,Life expectancy,40 years,Female,2020,44.4,
Greece,Life expectancy,40 years,Female,2021,43.6,
Greece,Life expectancy,40 years,Female,2022,44.1,
Greece,Life expectancy,40 years,Female,2023,44.9,
Greece,Life expectancy,40 years,Female,2024,45.1,
New Zealand,Life expectancy,40 years,Female,2015,44.4,
New Zealand,Life expectancy,40 years,Female,2016,44.4,
New Zealand,Life expectancy,40 years,Female,2017,44.5,
New Zealand,Life expectancy,40 years,Female,2018,44.6,
New Zealand,Life expectancy,40 years,Female,2019,44.6,
New Zealand,Life expectancy,40 years,Female,2020,44.5,
New Zealand,Life expectancy,40 years,Female,2021,44.5,
New Zealand,Life expectancy,40 years,Female,2022,44.5,
New Zealand,Life expectancy,40 years,Female,2023,44.5,
New Zealand,Life expectancy,40 years,Female,2024,44.8,
Canada,Life expectancy,40 years,Female,2015,44.9,
Canada,Life expectancy,40 years,Female,2016,45.1,
Canada,Life expectancy,40 years,Female,2017,45.1,
Canada,Life expectancy,40 years,Female,2018,45.1,
Canada,Life expectancy,40 years,Female,2019,45.3,
Canada,Life expectancy,40 years,Female,2020,45,
Canada,Life expectancy,40 years,Female,2021,45.1,
Canada,Life expectancy,40 years,Female,2022,44.7,
Canada,Life expectancy,40 years,Female,2023,45.1,
Canada,Life expectancy,40 years,Female,2024,45.4,
Denmark,Life expectancy,40 years,Female,2015,43.4,
Denmark,Life expectancy,40 years,Female,2016,43.5,
Denmark,Life expectancy,40 years,Female,2017,43.8,
Denmark,Life expectancy,40 years,Female,2018,43.6,
Denmark,Life expectancy,40 years,Female,2019,44,
Denmark,Life expectancy,40 years,Female,2020,44.2,
Denmark,Life expectancy,40 years,Female,2021,44,
Denmark,Life expectancy,40 years,Female,2022,43.8,
Denmark,Life expectancy,40 years,Female,2023,44.3,
Denmark,Life expectancy,40 years,Female,2024,44.6,
Finland,Life expectancy,40 years,Female,2015,44.8,
Finland,Life expectancy,40 years,Female,2016,44.8,
Finland,Life expectancy,40 years,Female,2017,45,
Finland,Life expectancy,40 years,Female,2018,45,
Finland,Life expectancy,40 years,Female,2019,45.3,
Finland,Life expectancy,40 years,Female,2020,45.3,
Finland,Life expectancy,40 years,Female,2021,45.2,
Finland,Life expectancy,40 years,Female,2022,44.5,
Finland,Life expectancy,40 years,Female,2023,45,
Finland,Life expectancy,40 years,Female,2024,45.5,
Italy,Life expectancy,40 years,Female,2015,45.2,
Italy,Life expectancy,40 years,Female,2016,45.8,
Italy,Life expectancy,40 years,Female,2017,45.5,
Italy,Life expectancy,40 years,Female,2018,45.9,
Italy,Life expectancy,40 years,Female,2019,46,
Italy,Life expectancy,40 years,Female,2020,45.1,
Italy,Life expectancy,40 years,Female,2021,45.4,
Italy,Life expectancy,40 years,Female,2022,45.4,
Italy,Life expectancy,40 years,Female,2023,45.9,
Italy,Life expectancy,40 years,Female,2024,46.2,
Korea,Life expectancy,40 years,Female,2015,46,
Korea,Life expectancy,40 years,Female,2016,46.2,
Korea,Life expectancy,40 years,Female,2017,46.5,
Korea,Life expectancy,40 years,Female,2018,46.5,
Korea,Life expectancy,40 years,Female,2019,47.1,
Korea,Life expectancy,40 years,Female,2020,47.3,
Korea,Life expectancy,40 years,Female,2021,47.4,
Korea,Life expectancy,40 years,Female,2022,46.4,
Korea,Life expectancy,40 years,Female,2023,47.2,
Korea,Life expectancy,40 years,Female,2024,47.4,
Türkiye,Life expectancy,40 years,Female,2015,42.3,
Türkiye,Life expectancy,40 years,Female,2016,42.3,
Türkiye,Life expectancy,40 years,Female,2017,42.5,
Türkiye,Life expectancy,40 years,Female,2018,42.7,
Türkiye,Life expectancy,40 years,Female,2019,42.5,
Türkiye,Life expectancy,40 years,Female,2020,41.8,
Türkiye,Life expectancy,40 years,Female,2021,41.7,
Türkiye,Life expectancy,40 years,Female,2022,41.8,
Türkiye,Life expectancy,40 years,Female,2023,42.6,
United Kingdom,Life expectancy,40 years,Female,2015,43.5,
United Kingdom,Life expectancy,40 years,Female,2016,43.7,
United Kingdom,Life expectancy,40 years,Female,2017,43.8,
United Kingdom,Life expectancy,40 years,Female,2018,43.7,
United Kingdom,Life expectancy,40 years,Female,2019,44.1,
United Kingdom,Life expectancy,40 years,Female,2020,43.2,
United Kingdom,Life expectancy,40 years,Female,2021,43.4,
United Kingdom,Life expectancy,40 years,Female,2022,43.7,
United Kingdom,Life expectancy,40 years,Female,2023,43.8,
United Kingdom,Life expectancy,40 years,Female,2024,44.2,
Canada,Life expectancy,80 years,Female,2015,10.6,
Canada,Life expectancy,80 years,Female,2016,10.8,
Canada,Life expectancy,80 years,Female,2017,10.7,
Canada,Life expectancy,80 years,Female,2018,10.6,
Canada,Life expectancy,80 years,Female,2019,10.8,
Canada,Life expectancy,80 years,Female,2020,10.6,
Canada,Life expectancy,80 years,Female,2021,10.8,
Canada,Life expectancy,80 years,Female,2022,10.5,
Canada,Life expectancy,80 years,Female,2023,10.8,
Canada,Life expectancy,80 years,Female,2024,10.9,
Denmark,Life expectancy,80 years,Female,2016,9.6,
Denmark,Life expectancy,80 years,Female,2017,9.6,
Denmark,Life expectancy,80 years,Female,2019,9.7,
Denmark,Life expectancy,80 years,Female,2020,9.8,
Denmark,Life expectancy,80 years,Female,2021,9.6,
Denmark,Life expectancy,80 years,Female,2023,9.7,
Denmark,Life expectancy,80 years,Female,2024,10,
Finland,Life expectancy,80 years,Female,2015,9.7,
Finland,Life expectancy,80 years,Female,2016,9.8,
Finland,Life expectancy,80 years,Female,2017,10,
Finland,Life expectancy,80 years,Female,2018,9.9,
Finland,Life expectancy,80 years,Female,2019,10.2,
Finland,Life expectancy,80 years,Female,2020,10.1,
Finland,Life expectancy,80 years,Female,2021,10,
Finland,Life expectancy,80 years,Female,2022,9.6,
Finland,Life expectancy,80 years,Female,2023,9.9,
